Bachelor's degree,Doctor's degree,Junior college,Junior middle school,MBA,Master's degree,Sector,Senior middle school,Technical secondary school,Total demands,Unlimited,季度,month,s/n,season,total_monthes,year
16,1,12,0,0,1,Education,4,0,560,4,3stage,7,20,summer,35,2018
8,1,18,0,0,1,Graduates,0,1,446,20,3stage,7,48,summer,35,2018
1,0,27,0,0,0,,5,4,398,16,4stage,12,1,winter,28,2017
0,0,1,0,0,0,Advertising,0,0,1,0,4stage,12,36,winter,28,2017
2,0,36,0,0,0,Art/graphics/Animation design,0,12,185,12,4stage,12,16,winter,28,2017
0,0,7,0,0,0,Banking,0,2,64,1,4stage,12,25,winter,28,2017
0,0,0,0,0,0,Beauty and personal care,0,0,50,4,4stage,12,43,winter,28,2017
2,0,0,0,0,0,Computer hardware,0,1,12,0,4stage,12,6,winter,28,2017
3,0,30,0,0,0,Computer software,0,2,224,0,4stage,12,2,winter,28,2017
13,0,18,0,0,0,Construction/infrastructure/gardening,0,3,222,4,4stage,12,24,winter,28,2017
0,0,2,0,0,0,Counsel/consulting,0,1,54,3,4stage,12,21,winter,28,2017
0,0,23,0,0,0,Customer service and technical support,16,3,333,10,4stage,12,27,winter,28,2017
14,0,0,0,0,0,Education,1,0,102,8,4stage,12,19,winter,28,2017
4,0,8,0,0,0,Electronics/appliances/semiconductor/instrumentation,0,3,167,16,4stage,12,10,winter,28,2017
3,0,25,0,0,0,Engineering/machinery/energy,5,13,298,4,4stage,12,12,winter,28,2017
6,0,44,0,0,0,Finance/auditing/tax,0,0,127,16,4stage,12,11,winter,28,2017
0,0,6,0,0,0,Graduates,0,0,38,0,4stage,12,46,winter,28,2017
9,0,25,0,0,0,HR,3,0,109,5,4stage,12,13,winter,28,2017
0,0,9,0,0,0,Hospital/medical/care,13,0,91,1,4stage,12,20,winter,28,2017
0,0,0,0,0,0,Hotels/tourism,0,0,4,1,4stage,12,42,winter,28,2017
0,0,1,0,0,0,IT-Management,0,0,1,0,4stage,12,8,winter,28,2017
0,0,1,0,0,0,"IT-QM, technical support and more",0,0,1,0,4stage,12,9,winter,28,2017
0,0,11,0,0,0,Insurance,0,0,37,0,4stage,12,29,winter,28,2017
4,0,2,0,0,0,Internet development and application,0,0,195,6,4stage,12,7,winter,28,2017
1,0,0,0,0,0,Legal profession/law,0,0,1,0,4stage,12,18,winter,28,2017
4,0,3,0,0,0,Literature/screenwriting/writing,0,0,35,2,4stage,12,38,winter,28,2017
0,0,10,0,0,0,Logistics/warehousing,14,7,119,14,4stage,12,15,winter,28,2017
12,0,31,0,0,0,Office administration/logistics,16,3,231,35,4stage,12,26,winter,28,2017
0,0,3,0,0,0,PRs and news media,0,0,32,2,4stage,12,37,winter,28,2017
0,0,3,0,0,0,Procurement,0,0,12,2,4stage,12,33,winter,28,2017
0,0,1,0,0,0,Property management,7,0,187,19,4stage,12,40,winter,28,2017
2,0,5,0,0,0,QMS/safety/environmental protection,3,1,41,0,4stage,12,31,winter,28,2017
0,0,4,0,0,0,Real property,1,0,646,14,4stage,12,39,winter,28,2017
7,0,47,0,0,0,Sales management,3,10,1196,52,4stage,12,3,winter,28,2017
1,0,4,0,0,0,Science & Technology,0,0,28,2,4stage,12,17,winter,28,2017
2,0,3,0,0,0,Securities/finance/investment,0,1,90,1,4stage,12,28,winter,28,2017
0,0,0,0,0,0,Security/housekeeping/other,1,0,112,11,4stage,12,45,winter,28,2017
2,0,2,0,0,0,Senior management,0,0,69,3,4stage,12,14,winter,28,2017
0,0,3,0,0,0,Trade,0,1,35,0,4stage,12,34,winter,28,2017
1,0,0,0,0,0,Translation,0,0,3,0,4stage,12,23,winter,28,2017
0,0,46,0,0,0,market/marketing,5,12,445,27,4stage,12,4,winter,28,2017
1,0,13,2,0,0,Production/operation,1,1,83,7,4stage,12,30,winter,28,2017
0,0,0,2,0,0,Transportation service,2,0,79,14,4stage,12,22,winter,28,2017
2,0,58,3,0,0,Sales,13,14,1445,60,4stage,12,5,winter,28,2017
0,0,2,6,0,0,Restaurants & recreation,1,0,642,69,4stage,12,41,winter,28,2017
0,0,1,10,0,0,General merchandise/chains/retail,7,0,377,32,4stage,12,44,winter,28,2017
2,0,5,10,0,0,Other,4,5,248,19,4stage,12,47,winter,28,2017
0,0,2,14,0,0,Technical work,11,1,594,41,4stage,12,32,winter,28,2017
0,0,13,0,0,1,Biology/chemicals/pharmaceuticals/medical equipment,3,0,50,3,4stage,12,35,winter,28,2017
0,0,9,0,0,0,,4,0,207,19,1stage,1,1,winter,29,2018
0,0,4,0,0,0,Art/graphics/Animation design,0,1,26,1,1stage,1,13,winter,29,2018
0,0,0,0,0,0,Banking,2,0,30,0,1stage,1,20,winter,29,2018
1,0,3,0,0,0,Biology/chemicals/pharmaceuticals/medical equipment,1,0,64,1,1stage,1,29,winter,29,2018
0,0,1,0,0,0,Computer software,0,0,1,0,1stage,1,2,winter,29,2018
3,0,2,0,0,0,Construction/infrastructure/gardening,0,6,117,9,1stage,1,19,winter,29,2018
0,0,14,0,0,0,Customer service and technical support,2,1,126,6,1stage,1,22,winter,29,2018
0,0,9,0,0,0,Education,0,0,56,0,1stage,1,15,winter,29,2018
7,0,1,0,0,0,Electronics/appliances/semiconductor/instrumentation,0,0,43,4,1stage,1,7,winter,29,2018
8,0,13,0,0,0,Engineering/machinery/energy,1,4,173,4,1stage,1,9,winter,29,2018
3,0,26,0,0,0,Finance/auditing/tax,0,0,56,2,1stage,1,8,winter,29,2018
0,0,6,0,0,0,Graduates,0,0,59,2,1stage,1,37,winter,29,2018
1,0,22,0,0,0,HR,0,3,56,4,1stage,1,10,winter,29,2018
0,0,1,0,0,0,Hospital/medical/care,1,0,62,2,1stage,1,16,winter,29,2018
0,0,1,0,0,0,Hotels/tourism,0,1,42,8,1stage,1,34,winter,29,2018
0,0,2,0,0,0,Internet development and application,0,0,6,0,1stage,1,6,winter,29,2018
0,0,1,0,0,0,Logistics/warehousing,4,3,57,13,1stage,1,12,winter,29,2018
2,0,22,0,0,0,Office administration/logistics,4,1,91,4,1stage,1,21,winter,29,2018
0,0,2,0,0,0,PRs and news media,0,0,8,0,1stage,1,30,winter,29,2018
0,0,1,0,0,0,Procurement,0,1,3,0,1stage,1,27,winter,29,2018
0,0,3,0,0,0,Property management,5,0,39,4,1stage,1,32,winter,29,2018
2,0,0,0,0,0,QMS/safety/environmental protection,4,2,43,2,1stage,1,25,winter,29,2018
0,0,0,0,0,0,Real property,0,0,180,3,1stage,1,31,winter,29,2018
0,0,0,0,0,0,Restaurants & recreation,3,0,399,62,1stage,1,33,winter,29,2018
2,0,22,0,0,0,Sales,6,0,767,36,1stage,1,5,winter,29,2018
5,0,31,0,0,0,Sales management,5,3,328,9,1stage,1,3,winter,29,2018
0,0,0,0,0,0,Securities/finance/investment,1,0,20,0,1stage,1,23,winter,29,2018
2,0,0,0,0,0,Senior management,0,0,2,0,1stage,1,11,winter,29,2018
2,0,0,0,0,0,Trade,0,0,19,3,1stage,1,28,winter,29,2018
3,0,0,0,0,0,Translation,0,0,9,0,1stage,1,18,winter,29,2018
0,0,24,0,0,0,market/marketing,0,2,306,17,1stage,1,4,winter,29,2018
0,0,0,1,0,0,Security/housekeeping/other,0,0,73,3,1stage,1,36,winter,29,2018
5,0,1,3,0,0,Production/operation,0,0,56,3,1stage,1,24,winter,29,2018
0,0,8,4,0,0,General merchandise/chains/retail,13,1,289,9,1stage,1,35,winter,29,2018
0,0,0,5,0,0,Technical work,5,3,473,42,1stage,1,26,winter,29,2018
0,0,5,6,0,0,Other,1,4,168,11,1stage,1,38,winter,29,2018
0,0,0,6,0,0,Transportation service,0,0,43,5,1stage,1,17,winter,29,2018
0,0,0,0,0,2,Science & Technology,0,0,6,0,1stage,1,14,winter,29,2018
10,0,91,0,0,0,,19,7,1098,38,1stage,2,1,winter,30,2018
1,0,8,0,0,0,Advertising,0,0,46,9,1stage,2,35,winter,30,2018
2,0,74,0,0,0,Art/graphics/Animation design,0,6,306,16,1stage,2,16,winter,30,2018
0,0,4,0,0,0,Banking,0,0,40,0,1stage,2,24,winter,30,2018
0,0,2,0,0,0,Beauty and personal care,0,0,191,22,1stage,2,43,winter,30,2018
0,0,2,0,0,0,Communications technology,0,0,6,0,1stage,2,9,winter,30,2018
5,0,13,0,0,0,Computer software,0,0,52,6,1stage,2,2,winter,30,2018
13,0,48,0,0,0,Construction/infrastructure/gardening,1,7,685,18,1stage,2,23,winter,30,2018
6,0,13,0,0,0,Electronics/appliances/semiconductor/instrumentation,2,2,819,32,1stage,2,10,winter,30,2018
25,0,35,0,0,0,Engineering/machinery/energy,2,12,424,14,1stage,2,12,winter,30,2018
21,0,114,0,0,0,Finance/auditing/tax,2,6,302,34,1stage,2,11,winter,30,2018
1,0,16,0,0,0,Graduates,0,4,196,5,1stage,2,46,winter,30,2018
20,0,76,0,0,0,HR,6,0,273,11,1stage,2,13,winter,30,2018
2,0,6,0,0,0,IT-Management,0,0,12,0,1stage,2,7,winter,30,2018
2,0,15,0,0,0,"IT-QM, technical support and more",0,0,71,6,1stage,2,8,winter,30,2018
4,0,20,0,0,0,Insurance,6,0,386,0,1stage,2,28,winter,30,2018
3,0,14,0,0,0,Internet development and application,0,2,50,2,1stage,2,6,winter,30,2018
0,0,2,0,0,0,Legal profession/law,0,0,4,0,1stage,2,18,winter,30,2018
3,0,4,0,0,0,Literature/screenwriting/writing,0,0,30,2,1stage,2,38,winter,30,2018
2,0,4,0,0,0,"Movies, TV and recreation",0,0,15,0,1stage,2,37,winter,30,2018
19,0,162,0,0,0,Office administration/logistics,15,2,535,51,1stage,2,25,winter,30,2018
0,0,0,0,0,0,PRs and news media,0,0,2,1,1stage,2,36,winter,30,2018
4,0,24,0,0,0,Procurement,2,2,75,7,1stage,2,32,winter,30,2018
2,0,12,0,0,0,Property management,6,2,161,11,1stage,2,40,winter,30,2018
1,0,17,0,0,0,QMS/safety/environmental protection,8,13,113,5,1stage,2,30,winter,30,2018
0,0,7,0,0,0,Real property,1,4,560,16,1stage,2,39,winter,30,2018
1,0,108,0,0,0,Sales,22,16,2453,129,1stage,2,5,winter,30,2018
0,0,4,0,0,0,Science & Technology,0,0,16,0,1stage,2,17,winter,30,2018
0,0,9,0,0,0,Securities/finance/investment,0,1,114,0,1stage,2,27,winter,30,2018
7,0,6,0,0,0,Senior management,0,0,29,2,1stage,2,14,winter,30,2018
0,0,12,0,0,0,Trade,3,0,115,7,1stage,2,33,winter,30,2018
4,0,10,1,0,0,Counsel/consulting,3,3,270,9,1stage,2,21,winter,30,2018
0,0,15,1,0,0,Hospital/medical/care,0,0,98,2,1stage,2,20,winter,30,2018
0,0,23,2,0,0,Hotels/tourism,1,0,187,26,1stage,2,42,winter,30,2018
3,0,5,2,0,0,Restaurants & recreation,16,4,818,96,1stage,2,41,winter,30,2018
21,0,111,2,0,0,Sales management,12,12,1404,85,1stage,2,3,winter,30,2018
5,0,117,2,0,0,market/marketing,22,6,1520,72,1stage,2,4,winter,30,2018
0,0,6,3,0,0,General merchandise/chains/retail,20,2,305,7,1stage,2,44,winter,30,2018
2,0,58,4,0,0,Customer service and technical support,28,7,921,24,1stage,2,26,winter,30,2018
0,0,0,4,0,0,Security/housekeeping/other,0,1,281,11,1stage,2,45,winter,30,2018
2,0,21,5,0,0,Logistics/warehousing,33,14,535,65,1stage,2,15,winter,30,2018
0,0,0,5,0,0,Transportation service,5,4,156,20,1stage,2,22,winter,30,2018
2,0,27,10,0,0,Production/operation,10,0,189,12,1stage,2,29,winter,30,2018
0,0,22,40,0,0,Technical work,24,5,2606,141,1stage,2,31,winter,30,2018
4,0,5,0,0,1,Biology/chemicals/pharmaceuticals/medical equipment,0,1,80,0,1stage,2,34,winter,30,2018
34,0,6,0,0,1,Education,0,1,257,3,1stage,2,19,winter,30,2018
13,0,41,21,0,2,Other,15,1,1021,57,1stage,2,47,winter,30,2018
17,0,21,0,1,0,Counsel/consulting,1,1,361,14,2stage,5,22,spring,33,2018
